"Zinc - Water 221124 - RawData"
"Wavelength nm.","T%"
696.00,73.392
697.00,73.389
698.00,73.387
699.00,73.340
700.00,73.266
701.00,73.212
702.00,73.178
703.00,73.159
704.00,73.109
705.00,73.084
706.00,73.025
707.00,73.010
708.00,72.957
709.00,72.922
710.00,72.855
711.00,72.866
712.00,72.853
713.00,72.875
714.00,72.835
715.00,72.824
716.00,72.779
717.00,72.695
718.00,72.615
719.00,72.588
720.00,72.588
721.00,72.603
722.00,72.576
723.00,72.552
724.00,72.487
725.00,72.437
726.00,72.423
727.00,72.400
728.00,72.369
729.00,72.305
730.00,72.294
731.00,72.267
732.00,72.252
733.00,72.194
734.00,72.187
735.00,72.140
736.00,72.117
737.00,72.016
738.00,71.985
739.00,71.939
740.00,71.895
741.00,71.863
742.00,71.846
743.00,71.852
744.00,71.846
745.00,71.767
746.00,71.698
747.00,71.620
748.00,71.610
749.00,71.634
750.00,71.573
751.00,71.575
752.00,71.479
753.00,71.483
754.00,71.420
755.00,71.386
756.00,71.365
757.00,71.344
758.00,71.333
759.00,71.322
760.00,71.210
761.00,71.146
762.00,71.079
763.00,71.105
764.00,71.127
765.00,71.030
766.00,70.979
767.00,70.899
768.00,70.927
769.00,70.877
770.00,70.869
771.00,70.799
772.00,70.765
773.00,70.692
774.00,70.644
775.00,70.612
776.00,70.536
777.00,70.499
778.00,70.467
779.00,70.461
780.00,70.422
781.00,70.397
782.00,70.384
783.00,70.363
784.00,70.310
785.00,70.267
786.00,70.180
787.00,70.117
788.00,70.072
789.00,70.100
790.00,70.033
791.00,69.982
792.00,69.906
793.00,69.852
794.00,69.801
795.00,69.773
796.00,69.746
797.00,69.738
798.00,69.701
799.00,69.676
800.00,69.582
801.00,69.464
802.00,69.427
803.00,69.349
804.00,69.409
805.00,69.392
806.00,69.398
807.00,69.334
808.00,69.279
809.00,69.271
810.00,69.236
811.00,69.181
812.00,69.089
813.00,68.977
814.00,68.876
815.00,68.899
816.00,68.953
817.00,68.988
818.00,68.926
819.00,68.857
820.00,68.891
821.00,68.854
822.00,68.839
823.00,68.731
824.00,68.674
825.00,68.571
826.00,68.466
827.00,68.438
828.00,68.396
829.00,68.416
830.00,68.348
831.00,68.305
832.00,68.244
833.00,68.204
834.00,68.125
835.00,68.142
836.00,68.164
837.00,68.189
838.00,68.119
839.00,67.981
840.00,67.930
841.00,67.889
842.00,67.931
843.00,67.890
844.00,67.890
845.00,67.878
846.00,67.939
847.00,67.874
848.00,67.859
849.00,67.801
850.00,67.779
851.00,67.739
852.00,67.716
853.00,67.701
854.00,67.643
855.00,67.569
856.00,67.551
857.00,67.551
858.00,67.591
859.00,67.566
860.00,67.559
861.00,67.527
862.00,67.524
863.00,67.532
864.00,67.507
865.00,67.469
866.00,67.441
867.00,67.435
868.00,67.486
869.00,67.456
870.00,67.458
871.00,67.446
872.00,67.457
873.00,67.454
874.00,67.449
875.00,67.474
876.00,67.470
877.00,67.437
878.00,67.396
879.00,67.346
880.00,67.325
881.00,67.348
882.00,67.395
883.00,67.406
884.00,67.402
885.00,67.411
886.00,67.449
887.00,67.446
888.00,67.460
889.00,67.430
890.00,67.424
891.00,67.423
892.00,67.454
893.00,67.448
894.00,67.417
895.00,67.412
896.00,67.422
897.00,67.434
898.00,67.426
899.00,67.451
900.00,67.495
901.00,67.512
902.00,67.526
903.00,67.532
904.00,67.587
905.00,67.612
906.00,67.634
907.00,67.612
908.00,67.623
909.00,67.608
910.00,67.622
911.00,67.632
912.00,67.655
913.00,67.691
914.00,67.724
915.00,67.784
916.00,67.819
917.00,67.832
918.00,67.843
919.00,67.852
920.00,67.853
921.00,67.860
922.00,67.884
923.00,67.936
924.00,67.999
925.00,68.009
926.00,68.032
927.00,68.046
928.00,68.106
929.00,68.149
930.00,68.186
931.00,68.214
932.00,68.205
933.00,68.218
934.00,68.239
935.00,68.308
936.00,68.351
937.00,68.383
938.00,68.419
939.00,68.433
940.00,68.475
941.00,68.524
942.00,68.564
943.00,68.598
944.00,68.609
945.00,68.638
946.00,68.686
947.00,68.724
948.00,68.758
949.00,68.797
950.00,68.847
951.00,68.912
952.00,68.942
953.00,68.979
954.00,69.010
955.00,69.066
956.00,69.098
957.00,69.140
958.00,69.188
959.00,69.232
960.00,69.278
961.00,69.308
962.00,69.345
963.00,69.398
964.00,69.448
965.00,69.506
966.00,69.556
967.00,69.633
968.00,69.707
969.00,69.756
970.00,69.777
971.00,69.828
972.00,69.877
973.00,69.936
974.00,69.959
975.00,69.996
976.00,70.042
977.00,70.119
978.00,70.194
979.00,70.248
980.00,70.297
981.00,70.344
982.00,70.391
983.00,70.431
984.00,70.478
985.00,70.538
986.00,70.617
987.00,70.681
988.00,70.734
989.00,70.760
990.00,70.801
991.00,70.843
992.00,70.906
993.00,70.962
994.00,71.038
995.00,71.079
996.00,71.107
997.00,71.130
998.00,71.185
999.00,71.260
1000.00,71.380
1001.00,71.488
1002.00,71.585
1003.00,71.655
1004.00,71.703
1005.00,71.773
1006.00,71.815
1007.00,71.894
1008.00,71.969
1009.00,72.049
1010.00,72.110
1011.00,72.163
1012.00,72.217
1013.00,72.249
1014.00,72.310
1015.00,72.358
1016.00,72.432
1017.00,72.488
1018.00,72.564
1019.00,72.609
1020.00,72.670
1021.00,72.711
1022.00,72.796
1023.00,72.837
1024.00,72.886
1025.00,72.927
1026.00,72.990
1027.00,73.031
1028.00,73.087
1029.00,73.138
1030.00,73.218
1031.00,73.247
1032.00,73.287
1033.00,73.328
1034.00,73.406
1035.00,73.452
1036.00,73.526
1037.00,73.599
1038.00,73.672
1039.00,73.729
1040.00,73.755
1041.00,73.801
1042.00,73.827
1043.00,73.886
1044.00,73.953
1045.00,74.007
1046.00,74.062
1047.00,74.109
1048.00,74.173
1049.00,74.195
1050.00,74.225
1051.00,74.266
1052.00,74.327
1053.00,74.378
1054.00,74.451
1055.00,74.537
1056.00,74.582
1057.00,74.595
1058.00,74.603
1059.00,74.655
1060.00,74.722
1061.00,74.785
1062.00,74.854
1063.00,74.887
1064.00,74.920
1065.00,74.953
1066.00,75.005
1067.00,75.061
1068.00,75.088
1069.00,75.138
1070.00,75.161
1071.00,75.198
1072.00,75.216
1073.00,75.264
1074.00,75.288
1075.00,75.336
1076.00,75.349
1077.00,75.420
1078.00,75.433
1079.00,75.495
1080.00,75.526
1081.00,75.562
1082.00,75.593
1083.00,75.614
1084.00,75.706
1085.00,75.735
1086.00,75.800
1087.00,75.805
1088.00,75.856
1089.00,75.850
1090.00,75.853
1091.00,75.867
1092.00,75.912
1093.00,75.955
1094.00,75.984
1095.00,75.995
1096.00,76.019
1097.00,76.057
1098.00,76.102
1099.00,76.147
1100.00,76.161
1101.00,76.182
1102.00,76.181
1103.00,76.218
1104.00,76.245
1105.00,76.269
1106.00,76.290
1107.00,76.312
1108.00,76.337
1109.00,76.325
1110.00,76.325
1111.00,76.314
1112.00,76.356
1113.00,76.391
1114.00,76.441
1115.00,76.429
1116.00,76.418
1117.00,76.424
1118.00,76.452
1119.00,76.475
1120.00,76.468
1121.00,76.478
1122.00,76.465
1123.00,76.477
1124.00,76.471
1125.00,76.495
1126.00,76.501
1127.00,76.513
1128.00,76.487
1129.00,76.510
1130.00,76.521
1131.00,76.572
1132.00,76.561
1133.00,76.567
1134.00,76.558
1135.00,76.558
1136.00,76.561
1137.00,76.557
1138.00,76.558
1139.00,76.538
1140.00,76.528
1141.00,76.516
1142.00,76.512
1143.00,76.514
1144.00,76.491
1145.00,76.482
1146.00,76.447
1147.00,76.454
1148.00,76.419
1149.00,76.430
1150.00,76.444
1151.00,76.467
1152.00,76.460
1153.00,76.456
1154.00,76.426
1155.00,76.393
1156.00,76.380
1157.00,76.396
1158.00,76.395
1159.00,76.365
1160.00,76.310
1161.00,76.302
1162.00,76.267
1163.00,76.283
1164.00,76.259
1165.00,76.221
1166.00,76.190
1167.00,76.162
1168.00,76.153
1169.00,76.107
1170.00,76.076
1171.00,76.062
1172.00,76.045
1173.00,76.011
1174.00,75.960
1175.00,75.961
1176.00,75.934
1177.00,75.927
1178.00,75.862
1179.00,75.853
1180.00,75.818
1181.00,75.819
1182.00,75.789
1183.00,75.727
1184.00,75.642
1185.00,75.603
1186.00,75.579
1187.00,75.569
1188.00,75.520
1189.00,75.510
1190.00,75.462
1191.00,75.424
1192.00,75.350
1193.00,75.313
1194.00,75.259
1195.00,75.277
1196.00,75.265
1197.00,75.257
1198.00,75.180
1199.00,75.100
1200.00,75.038
1201.00,74.999
1202.00,74.988
1203.00,74.961
1204.00,74.920
1205.00,74.860
1206.00,74.814
1207.00,74.750
1208.00,74.712
1209.00,74.657
1210.00,74.637
1211.00,74.572
1212.00,74.514
1213.00,74.427
1214.00,74.381
1215.00,74.326
1216.00,74.301
1217.00,74.264
1218.00,74.206
1219.00,74.139
1220.00,74.094
1221.00,74.100
1222.00,74.064
1223.00,74.023
1224.00,73.969
1225.00,73.953
1226.00,73.908
1227.00,73.853
1228.00,73.752
1229.00,73.652
1230.00,73.567
1231.00,73.508
1232.00,73.504
1233.00,73.483
1234.00,73.424
1235.00,73.323
1236.00,73.253
1237.00,73.215
1238.00,73.176
1239.00,73.098
1240.00,73.060
1241.00,72.989
1242.00,72.932
1243.00,72.855
1244.00,72.801
1245.00,72.733
1246.00,72.665
1247.00,72.643
1248.00,72.588
1249.00,72.596
1250.00,72.506
1251.00,72.433
1252.00,72.323
1253.00,72.277
1254.00,72.225
1255.00,72.162
1256.00,72.063
1257.00,72.043
1258.00,71.962
1259.00,71.945
1260.00,71.883
1261.00,71.856
1262.00,71.797
1263.00,71.729
1264.00,71.657
1265.00,71.590
1266.00,71.506
1267.00,71.436
1268.00,71.383
1269.00,71.351
1270.00,71.289
1271.00,71.211
1272.00,71.116
1273.00,71.093
1274.00,71.049
1275.00,71.034
1276.00,70.944
1277.00,70.859
1278.00,70.774
1279.00,70.718
1280.00,70.693
1281.00,70.651
1282.00,70.567
1283.00,70.497
1284.00,70.413
1285.00,70.407
1286.00,70.328
1287.00,70.280
1288.00,70.192
1289.00,70.152
1290.00,70.072
1291.00,70.030
1292.00,69.931
1293.00,69.871
1294.00,69.799
1295.00,69.755
1296.00,69.723
1297.00,69.634
1298.00,69.574
1299.00,69.479
1300.00,69.423
1301.00,69.385
1302.00,69.336
1303.00,69.313
1304.00,69.222
1305.00,69.178
1306.00,69.076
1307.00,69.054
1308.00,68.986
1309.00,68.891
1310.00,68.814
1311.00,68.718
1312.00,68.712
1313.00,68.636
1314.00,68.616
1315.00,68.581
1316.00,68.536
1317.00,68.489
1318.00,68.404
1319.00,68.333
1320.00,68.235
1321.00,68.151
1322.00,68.055
1323.00,68.031
1324.00,67.996
1325.00,67.990
1326.00,67.921
1327.00,67.856
1328.00,67.798
1329.00,67.747
1330.00,67.699
1331.00,67.599
1332.00,67.527
1333.00,67.453
1334.00,67.403
1335.00,67.298
1336.00,67.267
1337.00,67.182
1338.00,67.164
1339.00,67.081
1340.00,67.085
1341.00,67.063
1342.00,67.015
1343.00,66.913
1344.00,66.811
1345.00,66.768
1346.00,66.728
1347.00,66.680
1348.00,66.604
1349.00,66.525
1350.00,66.480
1351.00,66.399
1352.00,66.357
1353.00,66.259
1354.00,66.247
1355.00,66.243
1356.00,66.173
1357.00,66.141
1358.00,66.053
1359.00,66.014
1360.00,65.898
