"Wavelength nm.","T%"
1012.00,19.765
1013.00,19.780
1014.00,19.782
1015.00,19.791
1016.00,19.819
1017.00,19.835
1018.00,19.828
1019.00,19.818
1020.00,19.832
1021.00,19.866
1022.00,19.900
1023.00,19.919
1024.00,19.932
1025.00,19.915
1026.00,19.900
1027.00,19.908
1028.00,19.932
1029.00,19.953
1030.00,19.960
1031.00,19.976
1032.00,19.995
1033.00,20.009
1034.00,20.015
1035.00,20.033
1036.00,20.051
1037.00,20.067
1038.00,20.077
1039.00,20.074
1040.00,20.086
1041.00,20.097
1042.00,20.130
1043.00,20.149
1044.00,20.170
1045.00,20.175
1046.00,20.183
1047.00,20.179
1048.00,20.194
1049.00,20.214
1050.00,20.233
1051.00,20.261
1052.00,20.268
1053.00,20.286
1054.00,20.274
1055.00,20.274
1056.00,20.293
1057.00,20.318
1058.00,20.341
1059.00,20.359
1060.00,20.377
1061.00,20.405
1062.00,20.403
1063.00,20.429
1064.00,20.436
1065.00,20.468
1066.00,20.475
1067.00,20.507
1068.00,20.520
1069.00,20.535
1070.00,20.533
1071.00,20.548
1072.00,20.571
1073.00,20.599
1074.00,20.631
1075.00,20.633
1076.00,20.631
1077.00,20.625
1078.00,20.642
1079.00,20.689
1080.00,20.727
1081.00,20.755
1082.00,20.751
1083.00,20.764
1084.00,20.795
1085.00,20.828
1086.00,20.831
1087.00,20.842
1088.00,20.869
1089.00,20.889
1090.00,20.914
1091.00,20.907
1092.00,20.929
1093.00,20.956
1094.00,20.996
1095.00,21.021
1096.00,21.036
1097.00,21.059
1098.00,21.080
1099.00,21.092
1100.00,21.103
1101.00,21.116
1102.00,21.141
1103.00,21.156
1104.00,21.182
1105.00,21.202
1106.00,21.221
1107.00,21.232
1108.00,21.246
1109.00,21.265
1110.00,21.290
1111.00,21.307
1112.00,21.335
1113.00,21.390
1114.00,21.399
1115.00,21.423
1116.00,21.410
1117.00,21.460
1118.00,21.482
1119.00,21.508
1120.00,21.524
1121.00,21.529
1122.00,21.546
1123.00,21.553
1124.00,21.606
1125.00,21.640
1126.00,21.678
1127.00,21.700
1128.00,21.721
1129.00,21.749
1130.00,21.768
1131.00,21.782
1132.00,21.797
1133.00,21.812
1134.00,21.858
1135.00,21.886
1136.00,21.916
1137.00,21.910
1138.00,21.932
1139.00,21.958
1140.00,22.009
1141.00,22.035
1142.00,22.055
1143.00,22.071
1144.00,22.088
1145.00,22.097
1146.00,22.101
1147.00,22.108
1148.00,22.122
1149.00,22.144
1150.00,22.173
1151.00,22.219
1152.00,22.264
1153.00,22.297
1154.00,22.305
1155.00,22.324
1156.00,22.348
1157.00,22.383
1158.00,22.406
1159.00,22.420
1160.00,22.448
1161.00,22.472
1162.00,22.519
1163.00,22.544
1164.00,22.548
1165.00,22.554
1166.00,22.569
1167.00,22.616
1168.00,22.645
1169.00,22.683
1170.00,22.682
